elapsed_seconds,rss_bytes,temp_file_count,archive_entry_count,latest_final_latency_seconds,latest_silence_to_final_seconds,latest_commit_reason,new_finals,final_count,error_count,worker_state
15.898,4526391296,1,88,5.709,4.062,silero_end,1:silero_end:2.745;2:silero_end:3.980;3:silero_end:4.062,3,0,ready
30.906,4528128000,0,88,5.016,3.346,silero_end,4:silero_end:3.643;5:silero_end:3.689;6:silero_end:3.721;7:silero_end:3.840;8:silero_end:3.499;9:silero_end:3.346,9,0,ready
45.921,4529651712,1,88,4.826,3.145,silero_end,10:silero_end:3.339;11:silero_end:3.169;12:silero_end:3.324;13:silero_end:3.145,13,0,ready
60.931,4532273152,0,88,4.765,3.116,silero_end,14:silero_end:3.256;15:silero_end:3.094;16:silero_end:3.190;17:silero_end:3.038;18:silero_end:3.263;19:silero_end:3.116,19,0,ready
75.937,4538548224,1,88,4.727,3.06,silero_end,20:silero_end:3.339;21:silero_end:3.180;22:silero_end:3.229;23:silero_end:3.060,23,0,ready
90.943,4538728448,1,88,7.078,3.338,silero_end,24:silero_end:3.238;25:silero_end:2.974;26:silero_end:3.586;27:silero_end:3.297;28:silero_end:3.338,28,0,ready
105.951,4538793984,1,88,5.103,3.339,silero_end,29:silero_end:3.086;30:silero_end:3.246;31:silero_end:2.932;32:silero_end:3.609;33:silero_end:3.339,33,0,ready
120.961,4464738304,1,88,4.978,3.241,silero_end,34:silero_end:3.324;35:silero_end:3.018;36:silero_end:3.548;37:silero_end:3.241,37,0,ready
135.974,4465098752,1,88,6.939,3.202,silero_end,38:silero_end:3.334;39:silero_end:3.059;40:silero_end:3.383;41:silero_end:3.104;42:silero_end:3.202,42,0,ready
150.981,4463837184,1,88,4.944,3.22,silero_end,43:silero_end:2.917;44:silero_end:3.366;45:silero_end:3.115;46:silero_end:3.494;47:silero_end:3.220,47,0,ready
165.991,4464082944,1,88,4.727,3.016,silero_end,48:silero_end:3.619;49:silero_end:3.515;50:silero_end:3.320;51:silero_end:3.016,51,0,ready
181.005,4464410624,1,88,7.158,3.395,silero_end,52:silero_end:3.419;53:silero_end:3.091;54:silero_end:3.251;55:silero_end:2.973;56:silero_end:3.395,56,0,ready
196.014,4465491968,1,88,4.922,3.185,silero_end,57:silero_end:3.128;58:silero_end:3.191;59:silero_end:2.941;60:silero_end:3.480;61:silero_end:3.185,61,0,ready
211.027,4465737728,1,88,4.811,3.051,silero_end,62:silero_end:3.213;63:silero_end:2.959;64:silero_end:3.377;65:silero_end:3.051,65,0,ready
226.038,4435279872,0,88,4.862,3.124,silero_end,66:silero_end:3.622;67:silero_end:3.334;68:silero_end:3.277;69:silero_end:3.000;70:silero_end:3.472;71:silero_end:3.124,71,0,ready
241.049,4435804160,1,88,4.674,2.961,silero_end,72:silero_end:3.304;73:silero_end:3.007;74:silero_end:3.240;75:silero_end:2.961,75,0,ready
256.064,4284874752,1,88,7.275,3.527,silero_end,76:silero_end:3.553;77:silero_end:3.274;78:silero_end:3.169;79:silero_end:2.886;80:silero_end:3.527,80,0,ready
271.074,4151345152,0,88,4.968,3.213,silero_end,81:silero_end:3.227;82:silero_end:3.327;83:silero_end:3.017;84:silero_end:3.535;85:silero_end:3.213,85,0,ready
286.09,4151721984,1,88,5.218,3.515,silero_end,86:silero_end:3.151;87:silero_end:2.840;88:silero_end:3.758;89:silero_end:3.515,89,0,ready
301.099,4019634176,1,88,7.334,3.578,silero_end,90:silero_end:3.181;91:silero_end:2.884;92:silero_end:3.446;93:silero_end:3.156;94:silero_end:3.578,94,0,ready
316.11,4019912704,0,88,5.106,3.363,silero_end,95:silero_end:3.269;96:silero_end:3.363,96,0,ready
